coffee_id,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method
129,Costa Rica,rio jorco,Tarrazu,rio jorco,5-423-0128,panamerican coffee trading,1150,tarrazu,Johanna,15,69 kg,Specialty Coffee Association of Costa Rica,2015,October 4 2016,rodrigo soto,Catuai,,Washed / Wet
130,Guatemala,san diego buena vista,11/08/0109,san diego buena vista,11/08/0109,"waelti schoenfeld exportadores de cafe, s.a.",1600,acatenango,JUAN BOCK,120,34 kg,Asociacion Nacional Del Café,2015,June 1 2016,juan luis alvarado romero,Bourbon,,Washed / Wet
131,Costa Rica,coopetarrazú,,coopetarrazú,5-114-0171,coopetarrazú.r.l,1750,tarrazu,Coopetarrazú,50,1 lbs,Specialty Coffee Association of Costa Rica,2014,July 6 2015,fabian calderon mora,Caturra,,Washed / Wet
132,Ethiopia,moplaco,,moplaco,33,essence coffee,1900,yirgacheffe,Moplaco,250,30 kg,Blossom Valley International,2014,May 23 2015,essencecoffee,Ethiopian Yirgacheffe,,Washed / Wet
133,Costa Rica,finca salaca las brisas,,beneficio las brisas,58180422,essence coffee,1750,costa rica,Maria Elena Castro,20,69 kg,Blossom Valley International,2014,May 23 2015,essencecoffee,Other,,Other
134,Costa Rica,various,,coricafe sa,5-0048-0052,coricafe s.a.,1200,west valley,CORICAFE BLEND,275,1 kg,Specialty Coffee Association of Costa Rica,2014,March 5 2014,eric thormaehlen,Catuai,,Washed / Wet
135,Costa Rica,,,,5-1106-0011,thrive farmers,,,,1,2 kg,Specialty Coffee Association,2012,January 3 2014,rob tuttle,,,Washed / Wet
136,Taiwan,dragon 龍咖啡,,dragon coffee 龍咖,,blossom valley宸嶧國際,1000,taichung xinshe 台中市新社區,Gu yong long 古永龍,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet
137,Colombia,,,trilladora agricola,3-79-0543,ecom cca sa,1550,santander,,250,70 kg,Almacafé,2013,December 20 2013,compañia colombiana agroindustrial s.a,Caturra,,Washed / Wet
138,Kenya,,,,n/a,dream together inc.,2000,nyeri,Sasini,235,60 kg,Specialty Coffee Institute of Asia,2012,September 16 2012,dream together,SL28,,Washed / Wet
139,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/1088,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,July 17 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
140,Guatemala,valparaiso,,beneficio valparaiso,11/1886/02,sertrasa,1524,acatenango,SERTRASA,125,1 kg,Asociacion Nacional Del Café,2012,July 3 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
141,Mexico,"el nogal, la higuera, los laureles",,cafetaleros de el remudadero s.p.r. de r.l.,"703816889, 108282,703816891",organizaciones de productores de cafe colimense sa de cv,1200,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",80,1 kg,AMECAFE,2012,July 2 2012,organizaciones de productores de cafe colimense,Typica,,Washed / Wet
142,Uganda,,,ugacof,x,ugacof ltd,1775,mbale,,320,60 kg,Africa Fine Coffee Association,2012,February 13 2012,afca,Other,,Washed / Wet
143,Peru,,,,,,,"penachi, cecanor",CECANOR,1,60 kg,Specialty Coffee Association,,June 14 2011,benjamin schmerler,,,
144,Ethiopia,contact | sidacoop@ethionet.net,,coffee processing and warehouse enterpri,010/0145,,1750,sidamo,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,June 17 2010,ethiopia commodity exchange,,,
145,Kenya,jungle estate,10NG0093,nkg mills,,keremara limited,1754,nyeri,JUNGLE ESTATE,66,60 kg,Kenya Coffee Traders Association,,January 11 2018,jungle estate,SL34,,Washed / Wet
146,Colombia,,3-37-1724,bucaramanga,3-37-1724,racafe & cia s.c.a,1500,santander,,250,70 kg,Almacafé,2016,January 10 2017,racafe & cia s.c.a,Other,,Washed / Wet
147,Colombia,,3-37-1291,bachue,3-37-1291,racafe & cia s.c.a,,huila,La Plata,125,70 kg,Almacafé,2016,December 28 2016,racafe & cia s.c.a,Caturra,,Washed / Wet
148,Kenya,blend,,sagana,KE 3127,c dorman ltd,1800,nyeri,BLEND,100,60 kg,Kenya Coffee Traders Association,2013,July 21 2014,daniel magu,Peaberry,,Washed / Wet
149,Guatemala,el morito,,el morito,11/972/26,"armajaro guatemala, s. a.",1524,jalapa,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,May 29 2014,juan luis alvarado romero,Pacas,,Washed / Wet
150,Guatemala,el papaturro,,beneficio ixchel,11-23-0291,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,March 24 2014,juan luis alvarado romero,Bourbon,,Washed / Wet
151,Colombia,,,trilladora agricola,3-79-0542,ecom cca sa,1550,santander,,250,70 kg,Almacafé,2013,December 20 2013,compañia colombiana agroindustrial s.a,Caturra,,Washed / Wet
152,Colombia,,,,3-37-0930,racafe & cia s.c.a,1750,huila,La Plata,75,70 kg,Almacafé,2013,December 6 2013,racafe & cia s.c.a,Caturra,,Washed / Wet
153,Kenya,,,,,taylor winch (coffee) ltd,,,changeru wet mill,11,660 kg,Kenya Coffee Traders Association,2013,August 30 2013,taylor winch (coffee) ltd.,SL28,,Washed / Wet
154,Colombia,,,trilladora boananza,3-68-0224,exportadora de cafe condor s.a,1750,huila,,250,70 kg,Almacafé,2012,July 17 2013,exportadora de cafe condor s.a,Caturra,,Washed / Wet
155,Costa Rica,la chaparral,,,,lusso coffee lab,1575,tres rios,,1,1 kg,Specialty Coffee Association,2012,March 12 2013,lusso lab,Bourbon,,Semi-washed / Semi-pulped
156,Colombia,various,,trilladora boananza,3-68-0005,exportadora de cafe condor s.a,1800,huila,varios,250,70 kg,Almacafé,2012,October 9 2012,exportadora de cafe condor s.a,Caturra,,Washed / Wet
157,Brazil,fazenda recreio,,,002/1251/0069,nucoffee,1300,vale da grama,Homero Texeira de Macedo Junior,37,60 kg,NUCOFFEE,2011,December 23 2011,nucoffee,Bourbon,,Semi-washed / Semi-pulped
158,Brazil,fazenda vista alegre,,,002/1251/0076,nucoffee,1100,mountains of minas gerais,Geraldo Paixão,35,60 kg,NUCOFFEE,2011,December 3 2011,nucoffee,Catuai,,Semi-washed / Semi-pulped
159,Costa Rica,,S015.367,beneficio santo domingo - beneficio dosmil,5-0015-0029,beneficios volcafé costa rica,1200,valle central,Various,275,18975 kg,Specialty Coffee Association of Costa Rica,2017 / 2018,November 28 2017,max gurdian,Caturra,,Washed / Wet
160,Uganda,kawacom sipi project,035/170/5071146⁠⁠⁠⁠,kawacom,035/170/5071146⁠⁠⁠⁠,kawacom uganda ltd,1750,eastern uganda,Kawacom Uganda Ltd,200,12000 kg,Uganda Coffee Development Authority,2016,March 14 2017,ecom japan limited,SL14,,Washed / Wet
161,China,menglian ban’an coffee processing factory,YNC-16018,menglian ban’an coffee processing factory,,yunnan coffee exchange,1680,yunnan,Menglian Ban’an Coffee Processing Factory,3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Washed / Wet
162,Costa Rica,coopetarrazú,,coopetarrazú,5-114-0170,coopetarrazú.r.l,1700,tarrazu,Coopetarrazú,250,1 lbs,Specialty Coffee Association of Costa Rica,2014,July 6 2015,fabian calderon mora,Caturra,,Washed / Wet
163,Colombia,,,cauca,Jan-08,federacion nacional de cafeteros,1800,cauca,,275,2 kg,Almacafé,2015/2016,June 5 2015,federacion nacional de cafeteros,Other,,Washed / Wet
164,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",,"puer jiangcheng fuwang coffee biotechnology co., ltd",1,"puer jiangcheng fuwang coffee biotechnology co., ltd",1100,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",1,2 kg,Specialty Coffee Association,2013,June 16 2014,eric wu,Other,,Washed / Wet
165,Guatemala,el sacramento,,beneficio ixchel,11/23/0398,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,February 26 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
166,Kenya,rumukia farmers,,sasini,,dream together co. ltd,2000,nyeri,,235,60 kg,Specialty Coffee Institute of Asia,2012,September 16 2012,dream together,SL28,,Washed / Wet
167,Mexico,la barranca,,hustusco,1104548679,,1350,hustusco,MARIA IMELDA USCANGA MARTINEZ,56,1 kg,AMECAFE,2012,July 11 2012,maria imelda uscanga martinez,Typica,,Washed / Wet
168,Mexico,finca el retiro,,agroindustrias unidas de mexico,2222,ecomtrading,1500,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,250,1 kg,AMECAFE,2012,June 6 2012,alfredo bojalil,Typica,,Washed / Wet
169,Guatemala,nueva granada,,beneficio nueva granada,11/326/06,"transcafe, s.a",,"el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",250,69 kg,Asociacion Nacional Del Café,2012,February 16 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
170,Brazil,,,mmm,mmm,,,mmm,mmm,27,60 kg,NUCOFFEE,mmm,March 23 2011,daniel friedlander,,,
171,Brazil,,,,TEST,,,test,,320,60 kg,NUCOFFEE,TEST,March 22 2011,alexandra katona-carroll,,,
172,Costa Rica,several farmers,5-0015-0231,beneficio san diego,5-0015-0231,beneficios volcafé costa rica,1300,tarrazu,Beneficio San Diego,275,69 kg,Specialty Coffee Association of Costa Rica,2016,March 23 2017,max gurdian,Caturra,,Washed / Wet
173,Indonesia,darmawi,MANDHELING BRASTAGI,dry mill,To be advice,pt. olam indonesia,1400,sumatra brastagi,Surbakti,200,30 kg,Specialty Coffee Association,2017,March 14 2017,aulia arif syahri,Mandheling,,Other
174,Colombia,,3-59-0318,neiva,3-59-0318,carcafe ltda,,pitalito,FRANKLIN DUSSAN,304,35 kg,Almacafé,2015/2016,January 25 2016,carcafe ltda ci,Caturra,,Natural / Dry
175,Colombia,,,,3-37-2940,racafe & cia s.c.a,1775,huila,La Plata,275,70 kg,Almacafé,2014,July 9 2014,racafe & cia s.c.a,Caturra,,Washed / Wet
176,Taiwan,tropica galliard,,tropica galliard,Taiwan,tropica galliard,1200,"mountain ali, taiwan",Kao Ming Lee,2,2 kg,Specialty Coffee Association,2012,July 10 2013,kao ming lee,Typica,,Washed / Wet
177,United States (Hawaii),,,,2234501 KONA FANCY,kona pacific farmers cooperative,,kona,,5,100 lbs,Specialty Coffee Association,2012,January 21 2013,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry
178,Mexico,finca la chiripa,,finca hamburgo,1506545936,finca hamburgo,900,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,69,1 kg,AMECAFE,2012,June 6 2012,maria amalia guadalupe toriello elorza,Pacamara,,Washed / Wet
179,Ethiopia,phone number | 0911-513824 email: gmt.ft,,,010/0157,,,limu,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6 kg,Ethiopia Commodity Exchange,2009/2010,June 17 2010,ethiopia commodity exchange,,,
180,Kenya,kigwandi,K25159,central kenya coffee mills,,c dorman ltd,1800,nyeri,mutheka,150,60 kg,Kenya Coffee Traders Association,2017 / 2018,August 3 2017,lydiah mwangi,SL28,,Washed / Wet
181,Honduras,las cuchillas,152,cigrah s.a de c.v.,13-111-023,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,66 kg,Instituto Hondureño del Café,2016,May 11 2017,bismarck castro,Caturra,,
182,Colombia,,1,san josé / neiva,03-05-0845,skn caribecafe ltda,,huila,,275,70 kg,Almacafé,2016,February 20 2017,raúl vargas,Caturra,,Washed / Wet
183,Honduras,los hicaques,76,dry mill,13-111-032,cigrah s.a de c.v,1500,central region,Reinerio Zepeda,275,69 kg,Instituto Hondureño del Café,2016,April 4 2016,bismarck castro,Catuai,,Washed / Wet
184,Colombia,,3-37-1704,bogota - bachue,3-37-1704,racafe & cia s.c.a,,la plata,,275,70 kg,Almacafé,2016,February 16 2016,racafe & cia s.c.a,,,
185,Colombia,,,neiva,3-59-2235,carcafe ltda,442,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,250,70 kg,Almacafé,2015,April 29 2015,carcafe ltda ci,Caturra,,Natural / Dry
186,Colombia,,,trilladora boananza,3-68-0225,exportadora de cafe condor s.a,1800,huila,,275,70 kg,Almacafé,2013,July 19 2013,exportadora de cafe condor s.a,Caturra,,Washed / Wet
187,Mexico,la distancia,,la distancia,1506680144,,1700,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,100,80 kg,AMECAFE,2012,July 27 2012,victor hugo melchor cordova,Typica,,Washed / Wet
188,Brazil,santa alina,,,,,1275,vale da grama,Lucia Maria da Silva Dias,75,60 kg,NUCOFFEE,2011,October 28 2011,nucoffee,Yellow Bourbon,,
189,Brazil,fazenda baipendi,,,002/1251/0360,,1050,south of minas,Antônio Pelucio,80,60 kg,NUCOFFEE,2011,October 28 2011,nucoffee,,,
190,Ethiopia,,,,,,1493,limu,Oromia Coffee Farmers Cooperative Union,1,132 lbs,Specialty Coffee Association,,June 14 2011,benjamin schmerler,,,
191,Guatemala,las minas,,las minas,11-897-10,,1387,nuevo oriente,Miguel Hernandez,250,1,Specialty Coffee Association,December 2009-March 2010,April 30 2010,the coffee source inc.,,,
192,Taiwan,馨晴咖啡 good mood coffee,2017南投咖啡評鑑 NANTOU COFFEE EVALUATION EVENT 2017,馨晴咖啡 good mood coffee,Taiwan,taiwan coffee laboratory,1000,國姓鄉 guoshing township,黃美桃 Huang Mei Tao,10,5 kg,Specialty Coffee Association,2016,August 10 2017,"lin, che-hao krude 林哲豪",Typica,,Washed / Wet
193,Thailand,matsuzawa coffee,MCCRNX115/16,matsuzawa coffee,,matsuzawa coffee,1200,chiang rai thailand,Matsuzawa Coffee,20,25 kg,Specialty Coffee Institute of Asia,2015,November 2 2016,松澤宏樹 koju matsuzawa,Catimor,,Natural / Dry
194,Colombia,,3-59-3461,pasto,3-59-3461,carcafe ltda,2560,nariño,JOSE ALBEIRO GOMEZ,275,70 kg,Almacafé,2016,August 5 2016,carcafe ltda ci,Caturra,,Natural / Dry
195,Guatemala,finca medina,11/11711/59,beneficio siembras vision (154),11/11711/59,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,230,69 kg,Asociacion Nacional Del Café,2016,May 23 2016,juan luis alvarado romero,Caturra,,Washed / Wet
196,Guatemala,finca san vicente,11/52/709,beneficio exportacafe agua santa,11/52/709,exportcafe,1099,huehuetenango,HORACIO CIFUENTES MARTINEZ,275,69 kg,Asociacion Nacional Del Café,2015,April 6 2016,juan luis alvarado romero,Caturra,,Washed / Wet
197,China,menglian county nayun town mangzhang coffee farm,YNC-16017,menglian county nayun town mangzhang coffee farm,,yunnan coffee exchange,1400,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,3,60 kg,Yunnan Coffee Exchange,2015,April 6 2016,yunnan coffee exchange,Catimor,,Natural / Dry
198,Colombia,,,,3-37-0637,racafe & cia s.c.a,1775,huila,La Plata,275,70 kg,Almacafé,2015,November 19 2015,racafe & cia s.c.a,Caturra,,Washed / Wet
199,Colombia,,,,3-37-4823,racafe & cia s.c.a,1775,huila,La Plata,248,70 kg,Almacafé,2015,October 26 2015,racafe & cia s.c.a,Caturra,,Washed / Wet
200,Colombia,,,cauca,Jan-76,federacion nacional de cafeteros,1800,cauca,,275,2 kg,Almacafé,2015/2016,June 5 2015,federacion nacional de cafeteros,Other,,Washed / Wet
201,Colombia,,,neiva,3-59-2270,carcafe ltda,442,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,250,70 kg,Almacafé,2015,April 29 2015,carcafe ltda ci,Caturra,,Natural / Dry
202,"Tanzania, United Republic Of",jacksom mwasenga,,tembo coffee company ltd,C46,tembo coffee company ltd,1620,shizingo village,Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,December 12 2014,tembo coffee company ltd,Other,,Washed / Wet
203,"Tanzania, United Republic Of",suma jkt itende,,taylor winch (t) ltd,C12,taylor winch (t) ltd,1600,mbeya,Taylor Winch (T) ltd,65,60 kg,Africa Fine Coffee Association,2014,December 12 2014,taylor winch (t) ltd,Other,,Washed / Wet
204,Guatemala,el papaturro,,beneficio ixchel,11/23/0561,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2014,August 21 2014,juan luis alvarado romero,Bourbon,,Other
205,Colombia,,,trilladora boananza,3-68-0290,exportadora de cafe condor s.a,1700,cauca,,250,70 kg,Almacafé,2013,October 1 2013,exportadora de cafe condor s.a,Caturra,,Washed / Wet
206,United States (Hawaii),,,,2230302 KONA NO. 1,kona pacific farmers cooperative,,kona,,7,100 lbs,Specialty Coffee Association,2012,December 11 2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry
207,Mexico,pante carajillo,,"san pedro cotzilnam, municipio de aldama, chiapas",0,carajillo café sa de cv,1450,san pedro cotzilnam,JESUS SALAZAR VELASCO,10,1 kg,AMECAFE,2012,September 11 2012,jesus salazar velasco,Typica,,Semi-washed / Semi-pulped
208,Mexico,finca los barreales,,finca los barreales,1,,1170,veracruz,MANUEL HERRERA JUAREZ,20,1 kg,AMECAFE,2012,April 9 2012,manuel herrera juarez,Bourbon,,Washed / Wet
209,Mexico,finca santa teresa,,"la concordia, chiapas",2222,ecomtrading,1400,"la concordia, chiapas",ERNST POHLENZ AGUILAR,250,1 kg,AMECAFE,2012,April 2 2012,alfredo bojalil,Bourbon,,Washed / Wet
210,Uganda,,,bukonzo joint cfs,x,bukonzo joint cfs,1700,kasese,,1,60 kg,Africa Fine Coffee Association,2012,February 13 2012,afca,Other,,Natural / Dry
211,Guatemala,piamonte,11/23/0365,beneficio ixchel,11/23/0365,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,June 1 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
212,Colombia,,3-37-3825,bachue,3-37-3825,racafe & cia s.c.a,,huila,La Plata,250,70 kg,Almacafé,2016,August 19 2016,racafe & cia s.c.a,Caturra,,Washed / Wet
213,Costa Rica,los girasoles,EC-1180,los angeles micro-mill,5-818-0450,exclusive coffee - costa rica,1700,tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),150,69 kg,Specialty Coffee Association of Costa Rica,2016,August 19 2016,wayner jimenez,Caturra,,Washed / Wet
214,Guatemala,finca la joya,11/52/1170,beneficio exportacafe agua santa,11/52/1170,exportcafe,1117,huehuetenango,DARY COLMAN ALVARADO VILLATORO,275,69 kg,Asociacion Nacional Del Café,2016,June 23 2016,juan luis alvarado romero,Caturra,,Washed / Wet
215,Guatemala,santo tomas pachuj,11/752/01,beneficio palinsa,11/752/01,cafcom,1565,solola,FERNANDO FAHSEN,377,69 kg,Asociacion Nacional Del Café,2016,June 1 2016,juan luis alvarado romero,Caturra,,Washed / Wet
216,Guatemala,chapultepec,11/23/0335,beneficio ixchel,11/23/0335,"unex guatemala, s.a.",1000,norte,CHAPULTEPEC,130,69 kg,Asociacion Nacional Del Café,2016,June 1 2016,juan luis alvarado romero,Bourbon,,Washed / Wet
217,Colombia,,,,3-37-4173,racafe & cia s.c.a,1775,huila,La Plata,275,70 kg,Almacafé,2015,August 18 2015,racafe & cia s.c.a,Caturra,,Washed / Wet
218,Nicaragua,las nubes,,beneficio humedo,017/176/165,cooperativa el gorrion r.l,1000,jinotega,COOPERATIVA EL GORRION RL,275,2 kg,Specialty Coffee Association of Costa Rica,2015,August 3 2015,cooperativa el gorrion r.l,Caturra,,Natural / Dry
219,Brazil,pantano,,via seca,002/1495/0607,cafebras comercio de cafés do brasil sa,1150,cerrado,MAURO GALHERI,305,59 kg,Brazil Specialty Coffee Association,2015,April 24 2015,cafebras,Catuai,,Natural / Dry
220,Costa Rica,gamboa,,beneficio montañas del diamante,5-025-0111,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,320,69 kg,Specialty Coffee Ass,2014,April 10 2015,"ceca, s.a.",Caturra,,Washed / Wet
221,Ethiopia,asefa dukamo coffee plantation,,gudmale,2014/15,asefa dukamo coffee plantetion,1606.5,snnprg; kafa; telo woreda; shada kebele,Tariku Oljira,320,60 kg,METAD Agricultural Development plc,2014,March 26 2015,asefa dukamo keroma,Gesha,,Natural / Dry
222,"Tanzania, United Republic Of",selian coffee estate,,selian coffee estate,C31,selian coffee estate,1400,arusha,Selian Coffee Estate,10,60 kg,Africa Fine Coffee Association,2014,December 12 2014,selian coffee estate,Other,,Washed / Wet
223,Colombia,,,trilladora asia,329,olam international ltd,1530,huila,,250,1 kg,Almacafé,2014/2015,October 15 2014,olam agro colombia,Other,,Washed / Wet
224,Guatemala,,,,11/43984/0001,volcafe specialty coffee,,,,275,5 lbs,Specialty Coffee Association,2013,July 16 2014,chris finch,,,Washed / Wet
225,Kenya,,,,37-0569-2730,taylor winch (coffee) ltd,1500,kenya,,300,18000 kg,Kenya Coffee Traders Association,2013,November 7 2013,itochu corporation,SL28,,Washed / Wet
